category,title,price,status,date,nickname,url
여성패션,가격내림 맥시원피스 쉬폰원피스 빅사이즈원피스 땡땡이원피스 데이지원피스 플리츠원피스 사이즈55-88,"25,000원",판매,2025.06.02. 11:09,lilliiiliililiiiiiii,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107315004&referrerAllArticles=false
여성패션,(새상품) 타낫 트위드 쇼츠 m,"40,000원",판매(안전),2025.06.02. 11:09,봄꽃이요,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107314996&referrerAllArticles=false
여성패션,1회 착용) BAU 브라이드앤유 beronica 원피스 사이즈 1,"200,000원",판매,2025.06.02. 11:09,뚜아9,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107314979&referrerAllArticles=false
여성패션,보웬 로우 블라우스,"20,000원",판매,2025.06.02. 11:08,zxcvfd,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107314942&referrerAllArticles=false
여성패션,안다르 비프리 셔링 크롭탑 택새상품,"22,000원",판매,2025.06.02. 11:08,크루컷사랑,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107314851&referrerAllArticles=false
여성패션,[메종키츠네] 반팔 화이트 여성용 새상품 팝니다,"88,000원",판매(안전),2025.06.02. 11:08,정품2,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107314839&referrerAllArticles=false
여성패션,한섬 타임 드레이프 투피스,"120,000원",판매,2025.06.02. 11:07,britz2,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107314783&referrerAllArticles=false
여성패션,플리츠플리즈 플러피 베이직 자켓,"500,000원",판매,2025.06.02. 11:07,마을주민y,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107314748&referrerAllArticles=false
여성패션,타낫 버튼 시어 니트 탑 아이보리,"60,000원",판매(안전),2025.06.02. 11:07,봄꽃이요,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107314741&referrerAllArticles=false
여성패션,엠엠디 롱원피스 썸제이 리틀블랙 블로썸 헤브,"10,000원",판매,2025.06.02. 11:06,zxcvfd,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107314711&referrerAllArticles=false
여성패션,타낫 코튼 핀턱 팬츠 네츄럴m,"77,000원",판매(안전),2025.06.02. 11:06,봄꽃이요,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107314599&referrerAllArticles=false
여성패션,모이아 캐시미어 맥 코트,"200,000원",판매,2025.06.02. 11:05,뉴뇨이,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107314529&referrerAllArticles=false
여성패션,11am 블라우스,"100,000원",판매,2025.06.02. 11:04,coco5959,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107314477&referrerAllArticles=false
여성패션,타낫 부클 오버롤,"130,000원",판매(안전),2025.06.02. 11:04,봄꽃이요,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107314429&referrerAllArticles=false
