category,title,price,status,date,nickname,url
여성패션,SJSJ 바스락 스커트 55,"110,000원",판매(안전),2025.06.02. 12:10,도나쓰됴아,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107322008&referrerAllArticles=false
여성패션,스탠드얼론 실크 점프수트,"385,000원",판매,2025.06.02. 12:10,ekwjd8048,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107321994&referrerAllArticles=false
여성패션,더로랑 스프링 아가일 니트 세트 (Spring argyle knit SET) - 버터 아이보리,"260,000원",판매(안전),2025.06.02. 12:10,베리또,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107321937&referrerAllArticles=false
여성패션,빈폴 레이디스 데님 롱원비스,"110,000원",판매,2025.06.02. 12:09,라온77,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107321899&referrerAllArticles=false
여성패션,에스티유 여성 오버롤 스몰사이즈,"79,000원",판매,2025.06.02. 11:34,yejinassi486,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107318019&referrerAllArticles=false
여성패션,폴로 랄프로렌 버뮤다팬츠,"45,000원",판매,2025.06.02. 11:34,1HAHAHOHO1,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107318008&referrerAllArticles=false
여성패션,위꼬모 패치 원피스 베이지 미듐 새상품,"120,000원",판매,2025.06.02. 11:34,주니요정,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107317941&referrerAllArticles=false
여성패션,타임 티셧(66),"38,000원",판매(안전),2025.06.02. 11:33,alsrudEl,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107317888&referrerAllArticles=false
여성패션,블랙업 후드집업 - 네이비,"23,000원",판매,2025.06.02. 11:33,비터스윗데이,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107317878&referrerAllArticles=false
여성패션,"5프닝 브라렛 블랙, 오프닝 브라렛 레인","33,000원",판매,2025.06.02. 11:32,audrey501,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107317810&referrerAllArticles=false
여성패션,썸제이청바지,"30,000원",판매,2025.06.02. 11:32,정리하자차근차근,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107317802&referrerAllArticles=false
여성패션,룰루레몬 상하의 일괄,"60,000원",판매,2025.06.02. 11:32,지서사랑s2,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107317735&referrerAllArticles=false
여성패션,(구해요) lfm 트렌치 코트 렉스핑거마르쉐,"600,000원",판매(안전),2025.06.02. 11:31,llmolra22ll,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107317681&referrerAllArticles=false
여성패션,여성 페이즐리 반다나 머리띠 촬영용 미착용상품,"3,500원",판매,2025.06.02. 11:31,the퀸카,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107317643&referrerAllArticles=false
여성패션,미우미우 리가드 선글라스 스탠다드핏 SMU04Z-SVAU-FE08N,"300,000원",판매,2025.06.02. 11:31,gosu6513,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107317635&referrerAllArticles=false
여성패션,루에브르 하이넥 타이 블라우스 스몰 High-neck Tie Blouse SW4AB852-01 판매,"75,000원",판매(안전),2025.06.02. 11:30,2430311,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107317575&referrerAllArticles=false
여성패션,뉴발란스 408 새상품 250,"70,000원",판매,2025.06.02. 11:30,러블리형제맘,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107317540&referrerAllArticles=false
여성패션,로우클래식 스트레이트 핏 데님 진 STRIGHT FIT JEANS- WASHING DENIM 스몰사이즈,"85,000원",판매(안전),2025.06.02. 11:30,2430311,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107317532&referrerAllArticles=false
여성패션,<새제품>미쏘 린넨 체크 스커트,"9,000원",판매(안전),2025.06.02. 11:30,sshh4033,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107317513&referrerAllArticles=false
