category,title,price,status,date,nickname,url
여성패션,여성 써머 니트 마인 구호 미샤 듀엘 온앤온 지컷 오즈세컨 레니본 산드로 아떼 질스튜어트 잇미샤 띠어리 랑방 타임 모조에스핀 sjsj 시슬리 보브,"10,000원",판매,2025.06.02. 12:26,신뢰거래믿음거래,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107323826&referrerAllArticles=false
여성패션,여성 바람막이 반바지 세트,"13,000원",판매,2025.06.02. 12:26,han235159,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107323823&referrerAllArticles=false
여성패션,더블유센 피오레 귀걸이,"20,000원",판매,2025.06.02. 12:26,lim385,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107323804&referrerAllArticles=false
여성패션,(미착용) 스튜디오 톰보이 아뜰리에,"35,000원",판매,2025.06.02. 12:25,lim385,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323771&referrerAllArticles=false
여성패션,"(새제품) 어라운드율 뮤즈트위드자켓 네이비 M, 가격내림","95,000원",판매,2025.06.02. 12:25,Untoldstory,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323761&referrerAllArticles=false
여성패션,여성 옷 세트,"10,000원",판매,2025.06.02. 12:25,han235159,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323747&referrerAllArticles=false
여성패션,플로움 컵케이크 블루 xs 반팔 새상품,"150,000원",판매,2025.06.02. 12:25,써니,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323736&referrerAllArticles=false
여성패션,[M] 몽클레어 여성 패딩 집업 (2회착용),"400,000원",판매(안전),2025.06.02. 12:25,renewazz,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323727&referrerAllArticles=false
여성패션,"(새제품) 르깜봉 NEW 카렌점퍼 블랙 S, 가격내림","175,000원",판매,2025.06.02. 12:25,Untoldstory,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323700&referrerAllArticles=false
여성패션,새것에요 여성 반팔티,"15,000원",판매,2025.06.02. 12:25,han235159,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323696&referrerAllArticles=false
여성패션,셀렙샵에디션 24SS 썸머 크링클 와이드팬츠 3종 모두 66,"35,000원",판매,2025.06.02. 12:24,반짝반짝여왕,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323683&referrerAllArticles=false
여성패션,새제품)리바이스 오리지널 데님자켓 M,"70,000원",판매,2025.06.02. 12:24,황금빛김부자,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323663&referrerAllArticles=false
여성패션,5부 데님스키니진 4벌 s사이즈,"5,000원",판매,2025.06.02. 12:24,안녕누텔라,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323629&referrerAllArticles=false
여성패션,[가격 내림] 레투 r2w 마튼 브이넥 블라우스,"70,000원",판매,2025.06.02. 12:24,bijo****,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323613&referrerAllArticles=false
여성패션,나이키 x 유나이티드 우븐 크롭 트랙자켓 셋업 판매해요,"150,000원",판매,2025.06.02. 12:24,ipudo,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323599&referrerAllArticles=false
여성패션,숲속드레스 심플 드레스 (부케 헤어밴드 베일포함),"65,000원",판매,2025.06.02. 12:23,kyh7090,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323493&referrerAllArticles=false
여성패션,네이비 랩 골프스커트 s사이즈,"15,000원",판매,2025.06.02. 12:23,안녕누텔라,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323452&referrerAllArticles=false
여성패션,로엠 뷔스티에 M,"10,000원",판매,2025.06.02. 12:22,황금빛김부자,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=2&menuid=356&boardtype=L&articleid=1107323436&referrerAllArticles=false
여성패션,에크리스 솔리드 스카프 아이보리 (새상품),"23,500원",판매,2025.06.02. 12:22,mmoooomm,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323403&referrerAllArticles=false
여성패션,컨버스 척테일러 올스타 블랙 UK37,"20,000원",판매,2025.06.02. 12:21,meink,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323338&referrerAllArticles=false
여성패션,블랙 데님 조끼,"20,000원",판매,2025.06.02. 12:21,안녕누텔라,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323324&referrerAllArticles=false
여성패션,랄프로렌 폴로보이 시어서커 반팔셔츠 화이트 L사이즈 새상품,"85,000원",판매,2025.06.02. 12:21,agajjoo,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323315&referrerAllArticles=false
여성패션,새제품 11am 부츠컷 데님,"35,000원",판매,2025.06.02. 12:21,meink,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323290&referrerAllArticles=false
여성패션,[새상품] 니트 벌룬 가디건,"20,000원",판매,2025.06.02. 12:21,맹고요정,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323273&referrerAllArticles=false
여성패션,럭키슈에뜨 체크 우븐 믹스 원피스,"160,000원",판매(안전),2025.06.02. 12:21,markdaegi,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323252&referrerAllArticles=false
여성패션,타미힐피거 프릴 셔링 퍼프 원피스,"59,000원",판매(안전),2025.06.02. 12:20,markdaegi,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323218&referrerAllArticles=false
여성패션,(새제품)나인그랩 맥시쉬폰원피스 블랙-파티/연주복,"90,000원",판매(안전),2025.06.02. 12:20,heartwarming,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323216&referrerAllArticles=false
여성패션,룰루레몬 래쉬가드,"40,000원",판매,2025.06.02. 12:20,bijo****,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323199&referrerAllArticles=false
여성패션,잇미샤 롱원피스,"70,000원",판매,2025.06.02. 12:20,나무와연필,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323197&referrerAllArticles=false
여성패션,시에 sie 셀리나 트위드 미니스커트 m새상품,"110,000원",판매,2025.06.02. 12:20,ysy5347,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323183&referrerAllArticles=false
여성패션,모반디 오프숄더 블랙드레스 m(+부케),"65,000원",판매,2025.06.02. 12:20,kyh7090,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323172&referrerAllArticles=false
여성패션,로라홈 원피스 퍼프 쉬폰 써스데이아일랜드 스타일,"48,000원",판매(안전),2025.06.02. 12:20,markdaegi,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323164&referrerAllArticles=false
여성패션,(새상품) 리브레 니트,"20,000원",판매,2025.06.02. 12:20,오동통이랄까,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323162&referrerAllArticles=false
여성패션,에크리스 솔리드 스카프 아이보리 (새상품),"23,500원",판매,2025.06.02. 12:22,mmoooomm,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323403&referrerAllArticles=false
여성패션,컨버스 척테일러 올스타 블랙 UK37,"20,000원",판매,2025.06.02. 12:21,meink,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323338&referrerAllArticles=false
여성패션,블랙 데님 조끼,"20,000원",판매,2025.06.02. 12:21,안녕누텔라,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323324&referrerAllArticles=false
여성패션,랄프로렌 폴로보이 시어서커 반팔셔츠 화이트 L사이즈 새상품,"85,000원",판매,2025.06.02. 12:21,agajjoo,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323315&referrerAllArticles=false
여성패션,새제품 11am 부츠컷 데님,"35,000원",판매,2025.06.02. 12:21,meink,https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=3&menuid=356&boardtype=L&articleid=1107323290&referrerAllArticles=false
